sci_name,year,station,lat,lng,elev,wing_chord,weight
Acanthis flammea,2001,155,63.42139,-150.445,884,71,11.7
Acanthis flammea,2001,155,63.42139,-150.445,884,73,12.2
Acanthis flammea,2001,155,63.42139,-150.445,884,77,13.6
Acanthis flammea,2001,155,63.42139,-150.445,884,73,12.3
Acanthis flammea,2001,155,63.42139,-150.445,884,73,13
Acanthis flammea,2001,171,66.38472,-146.37944,120,72,14
Acanthis flammea,2001,171,66.38472,-146.37944,120,74,14
Acanthis flammea,2001,171,66.38472,-146.37944,120,74,13
Acanthis flammea,2001,171,66.38472,-146.37944,120,73,15
Acanthis flammea,2001,171,66.38472,-146.37944,120,73,13
Acanthis flammea,2001,233,57.18056,-157.26389,91,72,13.2
Acanthis flammea,2001,233,57.18056,-157.26389,91,74,13.3
Acanthis flammea,2001,233,57.18056,-157.26389,91,73,12
Acanthis flammea,2001,233,57.18056,-157.26389,91,75,13
Acanthis flammea,2001,233,57.18056,-157.26389,91,73,12.7
Acanthis flammea,2001,233,57.18056,-157.26389,91,75,13.4
Acanthis flammea,2001,445,63.59361,-149.61139,945,73,14
Acanthis flammea,2001,445,63.59361,-149.61139,945,72,12.4
Acanthis flammea,2001,445,63.59361,-149.61139,945,76,11.8
Acanthis flammea,2001,445,63.59361,-149.61139,945,73,13.3
Acanthis flammea,2001,503,57.18333,-157.28333,24,73,14.1
Acanthis flammea,2001,503,57.18333,-157.28333,24,66,14.1
Acanthis flammea,2001,503,57.18333,-157.28333,24,74,12.5
Acanthis flammea,2001,503,57.18333,-157.28333,24,72,12.7
Acanthis flammea,2001,503,57.18333,-157.28333,24,74,14
Acanthis flammea,2001,503,57.18333,-157.28333,24,74,13.6
Acanthis flammea,2001,503,57.18333,-157.28333,24,74,13.4
Acanthis flammea,2001,503,57.18333,-157.28333,24,72,12.6
Acanthis flammea,2001,503,57.18333,-157.28333,24,72,13.1
Acanthis flammea,2001,503,57.18333,-157.28333,24,72,12.7
Acanthis flammea,2001,503,57.18333,-157.28333,24,71,12.6
Acanthis flammea,2001,503,57.18333,-157.28333,24,71,12.3
Acanthis flammea,2001,503,57.18333,-157.28333,24,74,13.5
Acanthis flammea,2001,503,57.18333,-157.28333,24,75,13.9
Acanthis flammea,2001,503,57.18333,-157.28333,24,71,12.8
Acanthis flammea,2001,503,57.18333,-157.28333,24,74,13.8
Acanthis flammea,2001,597,63.71639,-149.08778,838,73,12.9
Acanthis flammea,2001,635,57.175,-157.26944,116,73,12.7
Acanthis flammea,2001,635,57.175,-157.26944,116,72,13.4
Acanthis flammea,2001,635,57.175,-157.26944,116,70,13.4
Acanthis flammea,2001,635,57.175,-157.26944,116,71,12.8
Acanthis flammea,2001,635,57.175,-157.26944,116,75,13
Acanthis flammea,2001,635,57.175,-157.26944,116,74,14.1
Acanthis flammea,2001,635,57.175,-157.26944,116,73,13.1
Acanthis flammea,2001,635,57.175,-157.26944,116,73,12.3
Acanthis flammea,2001,635,57.175,-157.26944,116,70,13.2
Acanthis flammea,2001,635,57.175,-157.26944,116,72,13.8
Acanthis flammea,2001,635,57.175,-157.26944,116,76,13.7
Acanthis flammea,2001,635,57.175,-157.26944,116,74,13.7
Acanthis flammea,2001,635,57.175,-157.26944,116,75,12.5
Acanthis flammea,2001,635,57.175,-157.26944,116,75,12.7
Acanthis flammea,2001,736,63.71472,-149.0225,716,75,12.5
Acanthis flammea,2001,736,63.71472,-149.0225,716,74,14.2
Acanthis flammea,2001,966,63.44889,-150.81278,686,71,12
Acanthis flammea,2001,966,63.44889,-150.81278,686,70,11.3
Acanthis flammea,2001,966,63.44889,-150.81278,686,74,14
Acanthis flammea,2001,966,63.44889,-150.81278,686,72,11.8
Acanthis flammea,2001,966,63.44889,-150.81278,686,73,13.5
Acanthis flammea,2001,966,63.44889,-150.81278,686,69,11.2
Acanthis flammea,2001,966,63.44889,-150.81278,686,71,12.3
Acanthis flammea,2001,966,63.44889,-150.81278,686,73,11.8
Acanthis flammea,2001,966,63.44889,-150.81278,686,73,12.1
Acanthis flammea,2001,966,63.44889,-150.81278,686,72,12.7
Acanthis flammea,2001,966,63.44889,-150.81278,686,72,12.3
Acanthis flammea,2001,966,63.44889,-150.81278,686,74,13.2
Acanthis flammea,2001,966,63.44889,-150.81278,686,73,14.3
Acanthis flammea,2001,966,63.44889,-150.81278,686,71,11.9
Acanthis flammea,2001,966,63.44889,-150.81278,686,72,13.5
