sci_name,year,station,lat,lng,elev,wing_chord,weight
Acanthis flammea,1999,171,66.38472,-146.37944,120,72,12.1
Acanthis flammea,1999,233,57.18056,-157.26389,91,72,13.2
Acanthis flammea,1999,339,55.16111,-162.81667,61,66,11.6
Acanthis flammea,1999,339,55.16111,-162.81667,61,71,13.1
Acanthis flammea,1999,339,55.16111,-162.81667,61,73,15
Acanthis flammea,1999,445,63.59361,-149.61139,945,78,14
Acanthis flammea,1999,445,63.59361,-149.61139,945,70,14
Acanthis flammea,1999,445,63.59361,-149.61139,945,75,13
Acanthis flammea,1999,445,63.59361,-149.61139,945,70,12
Acanthis flammea,1999,445,63.59361,-149.61139,945,72,13
Acanthis flammea,1999,503,57.18333,-157.28333,24,72,13
Acanthis flammea,1999,503,57.18333,-157.28333,24,70,13.2
Acanthis flammea,1999,503,57.18333,-157.28333,24,72,13.2
Acanthis flammea,1999,503,57.18333,-157.28333,24,72,12.1
Acanthis flammea,1999,503,57.18333,-157.28333,24,75,12.9
Acanthis flammea,1999,503,57.18333,-157.28333,24,72,14.8
Acanthis flammea,1999,503,57.18333,-157.28333,24,74,15
Acanthis flammea,1999,503,57.18333,-157.28333,24,73,12.4
Acanthis flammea,1999,503,57.18333,-157.28333,24,70,14.8
Acanthis flammea,1999,503,57.18333,-157.28333,24,75,14.4
Acanthis flammea,1999,597,63.71639,-149.08778,838,71,13
Acanthis flammea,1999,635,57.175,-157.26944,116,76,13.7
Acanthis flammea,1999,635,57.175,-157.26944,116,73,12.6
Acanthis flammea,1999,635,57.175,-157.26944,116,75,13.8
Acanthis flammea,1999,635,57.175,-157.26944,116,69,12.3
Acanthis flammea,1999,635,57.175,-157.26944,116,75,13.3
Acanthis flammea,1999,736,63.71472,-149.0225,716,79,12
Acanthis flammea,1999,966,63.44889,-150.81278,686,73,13
Acanthis flammea,1999,966,63.44889,-150.81278,686,74,12
Acanthis flammea,1999,966,63.44889,-150.81278,686,70,13
Acanthis flammea,1999,966,63.44889,-150.81278,686,73,11
