sci_name,year,station,lat,lng,elev,wing_chord,weight
Acanthis flammea,1994,445,63.59361,-149.61139,945,74,13.2
Acanthis flammea,1994,445,63.59361,-149.61139,945,72,12.4
Acanthis flammea,1994,445,63.59361,-149.61139,945,73,12.7
Acanthis flammea,1994,445,63.59361,-149.61139,945,73,14.1
Acanthis flammea,1994,490,67.08333,-159.76667,15,72,12
Acanthis flammea,1994,490,67.08333,-159.76667,15,76,14
Acanthis flammea,1994,490,67.08333,-159.76667,15,72,13.1
Acanthis flammea,1994,490,67.08333,-159.76667,15,74,14.5
Acanthis flammea,1994,490,67.08333,-159.76667,15,74,12.5
Acanthis flammea,1994,490,67.08333,-159.76667,15,72,12
Acanthis flammea,1994,490,67.08333,-159.76667,15,73,12.7
Acanthis flammea,1994,490,67.08333,-159.76667,15,74,13.1
Acanthis flammea,1994,503,57.18333,-157.28333,24,72,11.5
Acanthis flammea,1994,503,57.18333,-157.28333,24,73,12.5
Acanthis flammea,1994,503,57.18333,-157.28333,24,70,11.8
Acanthis flammea,1994,503,57.18333,-157.28333,24,74,13.2
Acanthis flammea,1994,503,57.18333,-157.28333,24,72,11.5
Acanthis flammea,1994,503,57.18333,-157.28333,24,74,13.7
Acanthis flammea,1994,503,57.18333,-157.28333,24,71,14.5
Acanthis flammea,1994,503,57.18333,-157.28333,24,73,12.4
Acanthis flammea,1994,503,57.18333,-157.28333,24,75,13.1
Acanthis flammea,1994,503,57.18333,-157.28333,24,71,13.1
Acanthis flammea,1994,503,57.18333,-157.28333,24,70,12.3
Acanthis flammea,1994,597,63.71639,-149.08778,838,74,12.5
Acanthis flammea,1994,597,63.71639,-149.08778,838,74,11.7
Acanthis flammea,1994,597,63.71639,-149.08778,838,72,11.5
Acanthis flammea,1994,597,63.71639,-149.08778,838,71,12.7
Acanthis flammea,1994,635,57.175,-157.26944,116,76,13.5
Acanthis flammea,1994,635,57.175,-157.26944,116,69,12.1
Acanthis flammea,1994,635,57.175,-157.26944,116,73,13.2
Acanthis flammea,1994,635,57.175,-157.26944,116,71,12.1
Acanthis flammea,1994,635,57.175,-157.26944,116,73,13.6
Acanthis flammea,1994,635,57.175,-157.26944,116,75,11.6
Acanthis flammea,1994,635,57.175,-157.26944,116,71,12.6
Acanthis flammea,1994,635,57.175,-157.26944,116,72,13.4
Acanthis flammea,1994,635,57.175,-157.26944,116,70,13.1
Acanthis flammea,1994,736,63.71472,-149.0225,716,74,12.7
Acanthis flammea,1994,736,63.71472,-149.0225,716,70,12.5
Acanthis flammea,1994,767,60.78333,-148.84722,30,75,13.1
Acanthis flammea,1994,767,60.78333,-148.84722,30,74,13.5
Acanthis flammea,1994,767,60.78333,-148.84722,30,76,13.1
Acanthis flammea,1994,767,60.78333,-148.84722,30,76,12.4
Acanthis flammea,1994,772,61.14167,-149.70278,343,76,13.6
Acanthis flammea,1994,772,61.14167,-149.70278,343,70,13
Acanthis flammea,1994,835,63.72389,-148.97,686,74,13.1
Acanthis flammea,1994,850,55.20833,-162.71389,61,75,14
Acanthis flammea,1994,850,55.20833,-162.71389,61,72,13
Acanthis flammea,1994,850,55.20833,-162.71389,61,76,13.4
Acanthis flammea,1994,850,55.20833,-162.71389,61,72,13.8
Acanthis flammea,1994,850,55.20833,-162.71389,61,74,14.2
Acanthis flammea,1994,850,55.20833,-162.71389,61,76,13.7
Acanthis flammea,1994,850,55.20833,-162.71389,61,74,13.9
Acanthis flammea,1994,850,55.20833,-162.71389,61,73,13
Acanthis flammea,1994,850,55.20833,-162.71389,61,77,13.5
Acanthis flammea,1994,850,55.20833,-162.71389,61,73,12.3
Acanthis flammea,1994,850,55.20833,-162.71389,61,70,13.2
Acanthis flammea,1994,850,55.20833,-162.71389,61,73,13.6
Acanthis flammea,1994,850,55.20833,-162.71389,61,75,13.7
