sci_name,year,station,lat,lng,elev,wing_chord,weight
Acanthis flammea,1995,157,61.22778,-149.70278,122,76,12.7
Acanthis flammea,1995,171,66.38472,-146.37944,120,74,13
Acanthis flammea,1995,176,61.14722,-149.72778,145,75,13.3
Acanthis flammea,1995,176,61.14722,-149.72778,145,72,11.7
Acanthis flammea,1995,176,61.14722,-149.72778,145,76,13.3
Acanthis flammea,1995,233,57.18056,-157.26389,91,73,13.3
Acanthis flammea,1995,233,57.18056,-157.26389,91,74,13.7
Acanthis flammea,1995,233,57.18056,-157.26389,91,71,13.5
Acanthis flammea,1995,233,57.18056,-157.26389,91,70,12
Acanthis flammea,1995,339,55.16111,-162.81667,61,74,12.7
Acanthis flammea,1995,339,55.16111,-162.81667,61,73,12.5
Acanthis flammea,1995,339,55.16111,-162.81667,61,73,13.1
Acanthis flammea,1995,339,55.16111,-162.81667,61,70,12.9
Acanthis flammea,1995,339,55.16111,-162.81667,61,73,13.6
Acanthis flammea,1995,339,55.16111,-162.81667,61,73,12.8
Acanthis flammea,1995,445,63.59361,-149.61139,945,74,11
Acanthis flammea,1995,445,63.59361,-149.61139,945,71,14
Acanthis flammea,1995,445,63.59361,-149.61139,945,72,13.7
Acanthis flammea,1995,445,63.59361,-149.61139,945,73,13.4
Acanthis flammea,1995,489,64.73056,-156.76667,67,74,12.7
Acanthis flammea,1995,490,67.08333,-159.76667,15,76,11.7
Acanthis flammea,1995,490,67.08333,-159.76667,15,71,11.8
Acanthis flammea,1995,490,67.08333,-159.76667,15,72,12.7
Acanthis flammea,1995,490,67.08333,-159.76667,15,74,12.5
Acanthis flammea,1995,490,67.08333,-159.76667,15,72,13.2
Acanthis flammea,1995,490,67.08333,-159.76667,15,73,13
Acanthis flammea,1995,490,67.08333,-159.76667,15,71,12.7
Acanthis flammea,1995,490,67.08333,-159.76667,15,73,12.9
Acanthis flammea,1995,490,67.08333,-159.76667,15,74,13.1
Acanthis flammea,1995,491,66.88333,-162.51667,30,73,13.2
Acanthis flammea,1995,491,66.88333,-162.51667,30,72,12.4
Acanthis flammea,1995,491,66.88333,-162.51667,30,74,12.7
Acanthis flammea,1995,491,66.88333,-162.51667,30,76,12.2
Acanthis flammea,1995,491,66.88333,-162.51667,30,73,12.2
Acanthis flammea,1995,491,66.88333,-162.51667,30,72,12.4
Acanthis flammea,1995,491,66.88333,-162.51667,30,74,10.8
Acanthis flammea,1995,491,66.88333,-162.51667,30,72,11.9
Acanthis flammea,1995,491,66.88333,-162.51667,30,74,13.5
Acanthis flammea,1995,491,66.88333,-162.51667,30,72,11.9
Acanthis flammea,1995,491,66.88333,-162.51667,30,71,10.9
Acanthis flammea,1995,491,66.88333,-162.51667,30,72,12.1
Acanthis flammea,1995,491,66.88333,-162.51667,30,72,11.4
Acanthis flammea,1995,491,66.88333,-162.51667,30,71,12.1
Acanthis flammea,1995,491,66.88333,-162.51667,30,72,12.5
Acanthis flammea,1995,491,66.88333,-162.51667,30,74,12.7
Acanthis flammea,1995,491,66.88333,-162.51667,30,73,11.7
Acanthis flammea,1995,491,66.88333,-162.51667,30,72,12.1
Acanthis flammea,1995,491,66.88333,-162.51667,30,73,12.1
Acanthis flammea,1995,491,66.88333,-162.51667,30,73,13.1
Acanthis flammea,1995,491,66.88333,-162.51667,30,74,13
Acanthis flammea,1995,491,66.88333,-162.51667,30,74,12.2
Acanthis flammea,1995,491,66.88333,-162.51667,30,72,13.1
Acanthis flammea,1995,491,66.88333,-162.51667,30,76,12.5
Acanthis flammea,1995,491,66.88333,-162.51667,30,75,12.4
Acanthis flammea,1995,491,66.88333,-162.51667,30,75,12.7
Acanthis flammea,1995,491,66.88333,-162.51667,30,72,13.1
Acanthis flammea,1995,491,66.88333,-162.51667,30,71,12.1
Acanthis flammea,1995,491,66.88333,-162.51667,30,73,13.6
Acanthis flammea,1995,491,66.88333,-162.51667,30,71,12.2
Acanthis flammea,1995,491,66.88333,-162.51667,30,74,13.2
Acanthis flammea,1995,491,66.88333,-162.51667,30,70,11.1
Acanthis flammea,1995,491,66.88333,-162.51667,30,72,12
Acanthis flammea,1995,491,66.88333,-162.51667,30,71,12.7
Acanthis flammea,1995,491,66.88333,-162.51667,30,74,14.1
Acanthis flammea,1995,491,66.88333,-162.51667,30,69,13.8
Acanthis flammea,1995,491,66.88333,-162.51667,30,73,12.9
Acanthis flammea,1995,491,66.88333,-162.51667,30,73,14.3
Acanthis flammea,1995,491,66.88333,-162.51667,30,74,11.3
Acanthis flammea,1995,491,66.88333,-162.51667,30,72,12.5
Acanthis flammea,1995,491,66.88333,-162.51667,30,72,11.6
Acanthis flammea,1995,491,66.88333,-162.51667,30,73,12.5
Acanthis flammea,1995,491,66.88333,-162.51667,30,71,13.2
Acanthis flammea,1995,491,66.88333,-162.51667,30,74,13.1
Acanthis flammea,1995,491,66.88333,-162.51667,30,74,13.7
Acanthis flammea,1995,491,66.88333,-162.51667,30,71,14.6
Acanthis flammea,1995,491,66.88333,-162.51667,30,73,13.1
Acanthis flammea,1995,491,66.88333,-162.51667,30,75,12.9
Acanthis flammea,1995,491,66.88333,-162.51667,30,73,13.3
