sci_name,year,station,lat,lng,elev,wing_chord,weight
Acanthis flammea,1996,171,66.38472,-146.37944,120,73,13.3
Acanthis flammea,1996,171,66.38472,-146.37944,120,75,13.7
Acanthis flammea,1996,171,66.38472,-146.37944,120,72,13.5
Acanthis flammea,1996,233,57.18056,-157.26389,91,73,13
Acanthis flammea,1996,233,57.18056,-157.26389,91,71,12.8
Acanthis flammea,1996,233,57.18056,-157.26389,91,72,12.4
Acanthis flammea,1996,233,57.18056,-157.26389,91,74,13.3
Acanthis flammea,1996,233,57.18056,-157.26389,91,74,11.6
Acanthis flammea,1996,233,57.18056,-157.26389,91,73,10.6
Acanthis flammea,1996,339,55.16111,-162.81667,61,72,13.2
Acanthis flammea,1996,339,55.16111,-162.81667,61,76,12.8
Acanthis flammea,1996,445,63.59361,-149.61139,945,74,12.6
Acanthis flammea,1996,445,63.59361,-149.61139,945,73,12.6
Acanthis flammea,1996,490,67.08333,-159.76667,15,75,12.8
Acanthis flammea,1996,490,67.08333,-159.76667,15,73,12.7
Acanthis flammea,1996,491,66.88333,-162.51667,30,72,11.2
Acanthis flammea,1996,491,66.88333,-162.51667,30,71,12.3
Acanthis flammea,1996,491,66.88333,-162.51667,30,75,13.8
Acanthis flammea,1996,491,66.88333,-162.51667,30,77,12.7
Acanthis flammea,1996,491,66.88333,-162.51667,30,72,13.2
Acanthis flammea,1996,491,66.88333,-162.51667,30,73,12.5
Acanthis flammea,1996,491,66.88333,-162.51667,30,73,12.2
Acanthis flammea,1996,491,66.88333,-162.51667,30,71,12.9
Acanthis flammea,1996,491,66.88333,-162.51667,30,73,12.6
Acanthis flammea,1996,491,66.88333,-162.51667,30,75,14.1
Acanthis flammea,1996,491,66.88333,-162.51667,30,72,12.1
Acanthis flammea,1996,491,66.88333,-162.51667,30,75,13.7
Acanthis flammea,1996,491,66.88333,-162.51667,30,75,13.5
Acanthis flammea,1996,491,66.88333,-162.51667,30,74,11.7
Acanthis flammea,1996,491,66.88333,-162.51667,30,71,13.3
Acanthis flammea,1996,491,66.88333,-162.51667,30,75,13.1
Acanthis flammea,1996,491,66.88333,-162.51667,30,75,13.4
Acanthis flammea,1996,491,66.88333,-162.51667,30,76,12.1
Acanthis flammea,1996,491,66.88333,-162.51667,30,73,11.7
Acanthis flammea,1996,491,66.88333,-162.51667,30,75,12.4
Acanthis flammea,1996,491,66.88333,-162.51667,30,71,12.5
Acanthis flammea,1996,491,66.88333,-162.51667,30,74,12.1
Acanthis flammea,1996,491,66.88333,-162.51667,30,69,12.1
Acanthis flammea,1996,491,66.88333,-162.51667,30,72,12.4
Acanthis flammea,1996,491,66.88333,-162.51667,30,75,13.2
Acanthis flammea,1996,491,66.88333,-162.51667,30,71,12.7
Acanthis flammea,1996,491,66.88333,-162.51667,30,71,12.7
Acanthis flammea,1996,491,66.88333,-162.51667,30,73,12.9
Acanthis flammea,1996,491,66.88333,-162.51667,30,72,12.5
Acanthis flammea,1996,491,66.88333,-162.51667,30,71,11.5
Acanthis flammea,1996,491,66.88333,-162.51667,30,73,12.7
Acanthis flammea,1996,491,66.88333,-162.51667,30,71,12.5
Acanthis flammea,1996,491,66.88333,-162.51667,30,74,12.8
Acanthis flammea,1996,491,66.88333,-162.51667,30,73,12.8
Acanthis flammea,1996,491,66.88333,-162.51667,30,72,13.2
Acanthis flammea,1996,491,66.88333,-162.51667,30,74,13.2
Acanthis flammea,1996,491,66.88333,-162.51667,30,75,13.4
Acanthis flammea,1996,491,66.88333,-162.51667,30,72,12.4
Acanthis flammea,1996,491,66.88333,-162.51667,30,72,13.5
Acanthis flammea,1996,491,66.88333,-162.51667,30,72,11.9
Acanthis flammea,1996,491,66.88333,-162.51667,30,72,12
Acanthis flammea,1996,491,66.88333,-162.51667,30,73,13.4
Acanthis flammea,1996,491,66.88333,-162.51667,30,72,11.7
Acanthis flammea,1996,491,66.88333,-162.51667,30,71,13.3
Acanthis flammea,1996,503,57.18333,-157.28333,24,75,12.2
Acanthis flammea,1996,503,57.18333,-157.28333,24,73,10.1
Acanthis flammea,1996,503,57.18333,-157.28333,24,75,14
Acanthis flammea,1996,503,57.18333,-157.28333,24,74,14
Acanthis flammea,1996,503,57.18333,-157.28333,24,73,12
Acanthis flammea,1996,503,57.18333,-157.28333,24,75,13.1
Acanthis flammea,1996,503,57.18333,-157.28333,24,71,13.4
Acanthis flammea,1996,503,57.18333,-157.28333,24,73,12.8
Acanthis flammea,1996,503,57.18333,-157.28333,24,72,13.1
Acanthis flammea,1996,503,57.18333,-157.28333,24,72,12.2
Acanthis flammea,1996,503,57.18333,-157.28333,24,73,14.5
Acanthis flammea,1996,503,57.18333,-157.28333,24,70,14.4
Acanthis flammea,1996,503,57.18333,-157.28333,24,72,14.6
Acanthis flammea,1996,597,63.71639,-149.08778,838,73,11.8
Acanthis flammea,1996,635,57.175,-157.26944,116,76,14.7
Acanthis flammea,1996,635,57.175,-157.26944,116,71,12.8
Acanthis flammea,1996,635,57.175,-157.26944,116,72,12.7
Acanthis flammea,1996,635,57.175,-157.26944,116,71,11.9
Acanthis flammea,1996,635,57.175,-157.26944,116,72,12.5
Acanthis flammea,1996,635,57.175,-157.26944,116,74,10.8
Acanthis flammea,1996,635,57.175,-157.26944,116,72,13
Acanthis flammea,1996,678,67.91667,-162.28333,91,75,12.8
Acanthis flammea,1996,678,67.91667,-162.28333,91,71,11.5
Acanthis flammea,1996,678,67.91667,-162.28333,91,72,13.5
Acanthis flammea,1996,678,67.91667,-162.28333,91,73,12.5
Acanthis flammea,1996,678,67.91667,-162.28333,91,71,11.8
Acanthis flammea,1996,678,67.91667,-162.28333,91,74,13.1
Acanthis flammea,1996,678,67.91667,-162.28333,91,69,11.2
Acanthis flammea,1996,678,67.91667,-162.28333,91,72,12.7
Acanthis flammea,1996,678,67.91667,-162.28333,91,71,12.1
Acanthis flammea,1996,678,67.91667,-162.28333,91,74,13
Acanthis flammea,1996,678,67.91667,-162.28333,91,71,12.7
Acanthis flammea,1996,736,63.71472,-149.0225,716,73,11.8
Acanthis flammea,1996,736,63.71472,-149.0225,716,74,12.4
Acanthis flammea,1996,736,63.71472,-149.0225,716,71,14.2
Acanthis flammea,1996,763,61.07778,-149.81111,9,72,13
