sci_name,year,station,lat,lng,elev,wing_chord,weight
Acanthis flammea,1992,445,63.59361,-149.61139,945,74,12.6
Acanthis flammea,1992,445,63.59361,-149.61139,945,73,13.2
Acanthis flammea,1992,445,63.59361,-149.61139,945,74,13.2
Acanthis flammea,1992,445,63.59361,-149.61139,945,79,14.1
Acanthis flammea,1992,445,63.59361,-149.61139,945,71,11.4
Acanthis flammea,1992,445,63.59361,-149.61139,945,74,13.9
Acanthis flammea,1992,445,63.59361,-149.61139,945,74,12
Acanthis flammea,1992,445,63.59361,-149.61139,945,72,12.2
Acanthis flammea,1992,445,63.59361,-149.61139,945,73,12
Acanthis flammea,1992,736,63.71472,-149.0225,716,75,11.6
Acanthis flammea,1992,736,63.71472,-149.0225,716,74,11.1
Acanthis flammea,1992,736,63.71472,-149.0225,716,70,12.5
