sci_name,year,station,lat,lng,elev,wing_chord,weight
Acanthis flammea,2000,155,63.42139,-150.445,884,71,12
Acanthis flammea,2000,155,63.42139,-150.445,884,75,13.9
Acanthis flammea,2000,155,63.42139,-150.445,884,72,13.1
Acanthis flammea,2000,155,63.42139,-150.445,884,71,11.3
Acanthis flammea,2000,155,63.42139,-150.445,884,69,12.9
Acanthis flammea,2000,155,63.42139,-150.445,884,72,11.8
Acanthis flammea,2000,155,63.42139,-150.445,884,74,12.5
Acanthis flammea,2000,155,63.42139,-150.445,884,73,13.5
Acanthis flammea,2000,155,63.42139,-150.445,884,73,14.1
Acanthis flammea,2000,155,63.42139,-150.445,884,73,14
Acanthis flammea,2000,171,66.38472,-146.37944,120,70,13.3
Acanthis flammea,2000,171,66.38472,-146.37944,120,71,12
Acanthis flammea,2000,171,66.38472,-146.37944,120,72,13.2
Acanthis flammea,2000,171,66.38472,-146.37944,120,70,12.3
Acanthis flammea,2000,171,66.38472,-146.37944,120,74,12.2
Acanthis flammea,2000,171,66.38472,-146.37944,120,73,12.6
Acanthis flammea,2000,171,66.38472,-146.37944,120,71,13.2
Acanthis flammea,2000,171,66.38472,-146.37944,120,70,12.5
Acanthis flammea,2000,171,66.38472,-146.37944,120,71,12.7
Acanthis flammea,2000,233,57.18056,-157.26389,91,75,12.9
Acanthis flammea,2000,233,57.18056,-157.26389,91,75,13.1
Acanthis flammea,2000,233,57.18056,-157.26389,91,70,14.1
Acanthis flammea,2000,233,57.18056,-157.26389,91,74,13
Acanthis flammea,2000,233,57.18056,-157.26389,91,73,12.5
Acanthis flammea,2000,233,57.18056,-157.26389,91,72,12.2
Acanthis flammea,2000,233,57.18056,-157.26389,91,71,12.2
Acanthis flammea,2000,233,57.18056,-157.26389,91,71,12.9
Acanthis flammea,2000,233,57.18056,-157.26389,91,70,13.9
Acanthis flammea,2000,233,57.18056,-157.26389,91,73,14.8
Acanthis flammea,2000,233,57.18056,-157.26389,91,72,12.7
Acanthis flammea,2000,233,57.18056,-157.26389,91,74,13.3
Acanthis flammea,2000,233,57.18056,-157.26389,91,72,12.5
Acanthis flammea,2000,233,57.18056,-157.26389,91,70,13.3
Acanthis flammea,2000,233,57.18056,-157.26389,91,72,14.6
Acanthis flammea,2000,233,57.18056,-157.26389,91,71,12.6
Acanthis flammea,2000,445,63.59361,-149.61139,945,71,11
Acanthis flammea,2000,445,63.59361,-149.61139,945,73,12.8
Acanthis flammea,2000,445,63.59361,-149.61139,945,71,14.2
Acanthis flammea,2000,445,63.59361,-149.61139,945,72,13.6
Acanthis flammea,2000,445,63.59361,-149.61139,945,71,14.6
Acanthis flammea,2000,445,63.59361,-149.61139,945,72,13.8
Acanthis flammea,2000,445,63.59361,-149.61139,945,73,11.5
Acanthis flammea,2000,473,60.725,-149.28056,213,73,12
Acanthis flammea,2000,503,57.18333,-157.28333,24,74,12.6
Acanthis flammea,2000,503,57.18333,-157.28333,24,72,14.2
Acanthis flammea,2000,503,57.18333,-157.28333,24,75,13.6
Acanthis flammea,2000,503,57.18333,-157.28333,24,72,12.8
Acanthis flammea,2000,503,57.18333,-157.28333,24,73,13.4
Acanthis flammea,2000,503,57.18333,-157.28333,24,72,12.4
Acanthis flammea,2000,503,57.18333,-157.28333,24,74,10.4
Acanthis flammea,2000,503,57.18333,-157.28333,24,75,13.5
Acanthis flammea,2000,503,57.18333,-157.28333,24,71,11.7
Acanthis flammea,2000,503,57.18333,-157.28333,24,73,12.8
Acanthis flammea,2000,503,57.18333,-157.28333,24,77,13.9
Acanthis flammea,2000,503,57.18333,-157.28333,24,73,13.4
Acanthis flammea,2000,503,57.18333,-157.28333,24,70,13.3
Acanthis flammea,2000,503,57.18333,-157.28333,24,71,12.5
Acanthis flammea,2000,503,57.18333,-157.28333,24,72,13.9
Acanthis flammea,2000,503,57.18333,-157.28333,24,74,13.9
Acanthis flammea,2000,503,57.18333,-157.28333,24,71,13.2
Acanthis flammea,2000,503,57.18333,-157.28333,24,71,12.7
Acanthis flammea,2000,503,57.18333,-157.28333,24,76,13.5
Acanthis flammea,2000,503,57.18333,-157.28333,24,77,13.5
Acanthis flammea,2000,503,57.18333,-157.28333,24,70,12.7
Acanthis flammea,2000,503,57.18333,-157.28333,24,72,12.8
Acanthis flammea,2000,503,57.18333,-157.28333,24,76,13.9
Acanthis flammea,2000,503,57.18333,-157.28333,24,72,13
Acanthis flammea,2000,503,57.18333,-157.28333,24,71,12.8
Acanthis flammea,2000,503,57.18333,-157.28333,24,71,13.7
Acanthis flammea,2000,597,63.71639,-149.08778,838,71,14
Acanthis flammea,2000,635,57.175,-157.26944,116,73,12.9
Acanthis flammea,2000,635,57.175,-157.26944,116,72,13.4
Acanthis flammea,2000,635,57.175,-157.26944,116,73,13.9
