sci_name,year,station,lat,lng,elev,wing_chord,weight
Acanthis flammea,2002,445,63.59361,-149.61139,945,70,12.6
Acanthis flammea,2002,445,63.59361,-149.61139,945,72,12.7
Acanthis flammea,2002,445,63.59361,-149.61139,945,71,12.5
Acanthis flammea,2002,445,63.59361,-149.61139,945,72,12.9
Acanthis flammea,2002,445,63.59361,-149.61139,945,75,12.5
Acanthis flammea,2002,767,60.78333,-148.84722,30,70,12
Acanthis flammea,2002,767,60.78333,-148.84722,30,75,13
Acanthis flammea,2002,767,60.78333,-148.84722,30,72,13
Acanthis flammea,2002,767,60.78333,-148.84722,30,76,13
Acanthis flammea,2002,767,60.78333,-148.84722,30,72,11
