sci_name,year,station,lat,lng,elev,wing_chord,weight
Acanthis flammea,1993,445,63.59361,-149.61139,945,74,11.8
Acanthis flammea,1993,445,63.59361,-149.61139,945,72,12
Acanthis flammea,1993,445,63.59361,-149.61139,945,72,12
Acanthis flammea,1993,445,63.59361,-149.61139,945,72,12.8
Acanthis flammea,1993,445,63.59361,-149.61139,945,74,13.3
Acanthis flammea,1993,445,63.59361,-149.61139,945,73,12.9
Acanthis flammea,1993,597,63.71639,-149.08778,838,72,12.3
Acanthis flammea,1993,597,63.71639,-149.08778,838,72,12.5
Acanthis flammea,1993,736,63.71472,-149.0225,716,67,11.1
Acanthis flammea,1993,736,63.71472,-149.0225,716,73,13
Acanthis flammea,1993,767,60.78333,-148.84722,30,74,13.6
Acanthis flammea,1993,772,61.14167,-149.70278,343,73,13
Acanthis flammea,1993,835,63.72389,-148.97,686,72,13.2
Acanthis flammea,1993,835,63.72389,-148.97,686,70,12.5
Acanthis flammea,1993,850,55.20833,-162.71389,61,78,14
Acanthis flammea,1993,850,55.20833,-162.71389,61,72,12
Acanthis flammea,1993,850,55.20833,-162.71389,61,75,15
Acanthis flammea,1993,850,55.20833,-162.71389,61,72,13
Acanthis flammea,1993,850,55.20833,-162.71389,61,77,13
Acanthis flammea,1993,850,55.20833,-162.71389,61,75,15
Acanthis flammea,1993,850,55.20833,-162.71389,61,71,13
Acanthis flammea,1993,850,55.20833,-162.71389,61,74,14
Acanthis flammea,1993,850,55.20833,-162.71389,61,72,13
Acanthis flammea,1993,850,55.20833,-162.71389,61,72,14
Acanthis flammea,1993,850,55.20833,-162.71389,61,75,14
Acanthis flammea,1993,850,55.20833,-162.71389,61,70,13
Acanthis flammea,1993,850,55.20833,-162.71389,61,75,14
Acanthis flammea,1993,850,55.20833,-162.71389,61,77,15
Acanthis flammea,1993,850,55.20833,-162.71389,61,70,13
